name,acronym,rnc,token,email,website,slug,province_id,municip_id,sector_id,hood_id,phone,address,picture,recaudationCode,status_insti,created_at,updated_at
Instituto nacional de migracion,INM,,,info@inm.gob.do,http://www.inm.gob.do/,instituto-nacional-de-migraciÃ³n,1,1,1,53,(809) 412-0666,C/ Manuel Rodríguez Objío No. 12 Santo Domingo,https://psplbk.serviciosrd.gob.do/storage/logos/logo150.jpg,,1,2020-12-15 17:25:36,2020-12-15 17:25:36
Servicio Geologico Nacional,SGN,,,info@sgn.gob.do,https://www.sgn.gob.do/,servicio-geolÃ³gico-nacional,1,1,1,32,(809) 732-0363,"Ave. Winston Churchill No. 75, Edificio ""J. F. Martínez"", 3er. Piso,",https://psplbk.serviciosrd.gob.do/storage/logos/logo151.jpg,,1,2020-12-16 10:25:35,2020-12-16 10:25:35
Museo Nacional de Historia Natural PEJM,MHNP,,,Informacion@mnhn.gov.do,https://mnhn.gov.do/,museo-nacional-de-historia-natural-pejm,1,1,1,40,(809) 689-0106,"Calle César Nicolás Penson, Plaza de la Cultura.",https://psplbk.serviciosrd.gob.do/storage/logos/logo152.png,,1,2021-03-04 14:20:21,2021-03-04 14:20:21
Fuerza Aerea de la Republica Dominicana,FARD,401036894,,contacto@fard.mil.do,https://fard.mil.do/,fuerza-aerea-de-la-republica-dominicana,32,218,1104,11155,(809) 688-3333,"Autopista Rafael Tomás Fernández, Santo Domingo Este, Santo Domingo",https://psplbk.serviciosrd.gob.do/storage/logos/logo153.png,,1,2021-07-16 10:03:00,2021-07-16 12:34:56
Instituto Dominicano de Evaluacion e Investigacion de la Calidad Educativa,IDEICE,,,info@ideice.gob.do,https://ideice.gob.do/,instituto-dominicano-de-evaluacion-e-investigacion-de-la-calidad-educativa,1,1,1,40,(809) 686-7152,"Av. Francia No. 141, Gazcue. Santo Domingo, D.N.",https://psplbk.serviciosrd.gob.do/storage/logos/logo154.png,,1,2021-08-05 10:58:50,2021-08-13 14:07:47
Contraloría General de la República,CGR,,,contacto@contraloria.gob.do,https://www.contraloria.gob.do/,contralorÃ­a-general-de-la-repÃºblica,1,1,1,40,(809) 682-1677,"Calle Pedro A. Lluberes, Santo Domingo",https://psplbk.serviciosrd.gob.do/storage/logos/logo155.png,,1,2021-08-17 14:52:13,2021-08-17 14:56:18
Direccion General de Ganaderia,DIGEGA,,,digega@ganaderia.gob.do,http://www.ganaderia.gob.do/,direccion-general-de-ganaderia,1,1,1,36,(809) 535-9689,"Autopista 30 de Mayo, Ciudad Ganadera, Santo Domingo, República Dominicana",https://psplbk.serviciosrd.gob.do/storage/logos/logo156.png,,1,2021-11-01 09:23:18,2021-11-26 11:41:56
Corporacion de Fomento de la Industria Hotelera y Desarrollo del Turismo,CORPHOTELS,,,info@corphotels.gob,https://www.corphotels.gob.do/,corporacion-de-fomento-de-la-industria-hotelera-y-desarrollo-del-turismo,1,1,1,1,(809) 688-3417,"Edificio de Oficinas Gubernamentales, Av. México Esq, Bloque C, Santo Domingo , Av. 30 de Marzo, Santo Domingo",https://psplbk.serviciosrd.gob.do/storage/logos/logo157.jpg,,1,2021-11-09 09:07:11,2021-11-09 10:04:15
Programa de Medicamentos Esenciales y Central de Apoyo Logistico.,PROMESECAL,,,oai@promesecal.gob.do,www.promesecal.gob.do,programa-de-medicamentos-esenciales-y-central-de-apoyo-logistico.,32,222,1118,11305,(809) 518-1313,Calle Interior A Santo Domingo 10102,https://psplbk.serviciosrd.gob.do/storage/logos/logo158.png,,1,2021-12-15 10:19:44,2021-12-15 10:19:44
Ayuntamiento Santo Domingo Oeste,ASDO,,,alcaldiasdo@asdo.gob.do,https://ayuntamientosdo.gob.do/,ayuntamiento-santo-domingo-oeste,32,220,1113,11261,(829) 956-2020,"C/ Los coquitos #19, manzana 19 Las Caobas, Santo Domingo Oeste, R.D",https://psplbk.serviciosrd.gob.do/storage/logos/logo159.png,,1,2022-01-26 08:33:09,2022-01-26 08:33:10
Instituto de Desarrollo y Credito Cooperativo,IDECOOP,,,info@idecoop.gob.do,https://idecoop.gob.do/,instituto-de-desarrollo-y-credito-cooperativo,32,218,1104,11155,(809) 533-8131,"Calle Héroes de Luperón #1, Centro de los Héroes, Santo Domingo, D. N. República Dominicana",https://psplbk.serviciosrd.gob.do/storage/logos/logo160.png,,1,2022-01-26 09:18:54,2022-05-11 17:58:17
Comedores Economicos del Estado Dominicano.,CEED,,,libreaccesoalainformacion@comedoreseconomicos.gob.do,www.comedoreseconomicos.gob.do,comedores-economicos-del-estado-dominicano.,32,218,1104,11158,(809) 592-1819,"Av. San Vicente de Paul esquina Presidente Estrella Ureña #419, Los Mina. Santo Domingo Este.",https://psplbk.serviciosrd.gob.do/storage/logos/logo161.png,,1,2022-02-03 10:17:02,2022-02-10 12:49:27
Ministerio de Deportes y Recreacion .,(MIDEREC),,,info@miderec.gob.do,www.miderec.gob.do,ministerio-de-deportes-y-recreacion-.,1,1,1,11510,(809) 540-4010,"Ave. 27 de Febrero Centro Olímpico Juan Pablo Duarte, El Vergel. Santo Domingo, D. N.",https://psplbk.serviciosrd.gob.do/storage/logos/logo162.png,,1,2022-02-22 10:59:16,2022-02-22 11:06:05
INSTITUTO POSTAL DOMINICANO,INPOSDOM,0,,servicioalcliente@inposdom.gob.do,https://inposdom.gob.do/,instituto-postal-dominicano,1,1,1,38,(809) 534-5838,Centro de Los Heroes,https://psplbk.serviciosrd.gob.do/storage/logos/logo163.png,,1,2022-02-28 11:46:04,2022-05-17 16:05:47
Instituto de Auxilios y Viviendas,INAVI,,,info@inavi.gob.do,https://inavi.gob.do/,instituto-de-auxilios-y-viviendas,1,1,1,53,(809) 687-7181,"Calle Benito Monción # 51, Casi Esq. Independencia",https://psplbk.serviciosrd.gob.do/storage/logos/logo164.png,,1,2022-03-29 11:13:04,2022-04-04 11:50:28
Dirección General de Bellas Artes,DGBA,,,info@dgba.gob.do,https://www.bellasartesrd.gob.do/index.php,direcciÃ³n-general-de-bellas-artes,1,1,1,53,(809) 687-0504,"PALACIO DE BELLAS ARTES, AV. MÁXIMO GÓMEZ ESQUINA AV. INDEPENDENCIA",https://psplbk.serviciosrd.gob.do/storage/logos/logo165.png,,1,2022-04-01 12:28:19,2022-05-16 11:38:18
Ayuntamiento de Villa Tapia,AVT,88888888,3a75884b-0a66-46c1-9fda-dbe31dcd191c,info@ayuntamientovillatapia.gob.do,www.ayuntamientovillatapia.gob.do,ayuntamiento-de-villa-tapia,19,133,665,5886,(809) 574-3003,C/ CHITO CEPEDA ESQ. SÁNCHEZ #10,https://psplbk.serviciosrd.gob.do/storage/logos/logo166.jpeg,0005,1,2022-04-05 14:50:21,2022-04-05 14:50:21
Organismo Dominicano de Acreditacion,ODAC,,,info@odac.gob.do,https://www.odac.gob.do/index.php,organismo-dominicano-de-acreditaciÃ³n,1,1,1,22,(809) 227-9100,"Av. Núñez de Cáceres 11, Santo Domingo 10114",https://psplbk.serviciosrd.gob.do/storage/logos/logo167.png,,1,2022-04-12 08:45:39,2022-04-12 08:45:39
Instituto nacional de recursos hidraulicos,INDRHI,,,Info@indrhi.gob.do,https://indrhi.gob.do/,instituto-nacional-de-recursos-hidrÃ¡ulicos,1,1,1,37,(809) 532-3271,"Av. Jiménez Moya, Centro de los Héroes, Santo Domingo, República Dominicana.",https://psplbk.serviciosrd.gob.do/storage/logos/logo168.png,,1,2022-04-25 12:28:13,2022-09-06 06:05:39
Direccion General de Riesgos Agropecuarios,DIGERA,,,info@digera.gob.do,https://www.digera.gob.do/,direcciÃ³n-general-de-riesgos-agropecuarios,1,1,1148,11498,(809) 638-5054,"Ave. John F. Kennedy # 419, KM. 6 ½, Jardines del Norte, Santo Domingo, R.D.",https://psplbk.serviciosrd.gob.do/storage/logos/logo169.png,,1,2022-04-25 16:36:19,2022-04-25 16:36:19
Defensa Civil Dominicana,DCD,,,info@defensacivil.gob.do,https://www.defensacivil.gob.do/,defensa-civil-dominicana,1,1,1,1,(809) 472-8614,"Avenida Ortega y Gasset Esq. Pepillo Salcedo, Plaza de la Salud al lado de OPS, 2da Planta",https://psplbk.serviciosrd.gob.do/storage/logos/logo170.png,,1,2022-05-03 10:17:34,2022-05-03 10:17:34
Dreccion General de Mineria,PPP,,,asdfasd@gg.com,https://www.mineria.gob.do/,dreccion-general-de-mineria,1,1,1,53,(809) 685-7135,"Ave. México esq. Leopoldo Navarro, Edificio Gubernamental ""Juan P. Duarte"" piso 10, Santo Domingo, República Dominicana",https://psplbk.serviciosrd.gob.do/storage/logos/logo171.jfif,,1,2022-05-12 14:01:10,2022-05-13 14:59:40
Industria Nacional de la Aguja,INAGUJA,,,contacto@inaguja.gob.do,www.inaguja.gob.do,industria-nacional-de-la-aguja,1,1,1,44,(809) 566-2170,"C/ Luis E. Pérez # 49, Ens. la Fe , Santo Domingo, República Dominicana",https://psplbk.serviciosrd.gob.do/storage/logos/logo172.png,,1,2022-07-04 15:42:41,2022-07-04 15:42:41
Instituto Cartografico Militar,ICM,,,contacto@icm.mil.do,https://icm.mil.do/,instituto-cartografico-militar,1,1,1,38,(809) 508-3311,"Av. Jiménez Moya esq. Rafael Damirón Centro de los Héroes de la Restauración Santo Domingo, Distrito Nacional",https://psplbk.serviciosrd.gob.do/storage/logos/logo173.png,,1,2022-09-14 02:21:55,2022-09-14 02:21:55
